chunk_id,school,page_type,stage,title,source_url,final_url,raw_file,chunk_index,text,updated_at
cityu__admitted_student__2e71d68c28__chunk_002,CityU,admitted_student,offer_acceptance,Master's Programmes : Introduction | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes,https://www.cityu.edu.hk/en/pg/taught-postgraduate-programmes/introduction,data/raw_pages/cityu__admitted_student__2e71d68c28.txt,2,"places are available.
Flexible Study Mode
Programmes are offered in full-time, part-time or combined mode.
More details
Excellent Campus Location
CityUHK is located in the city centre, in Kowloon Tong District on the Kowloon peninsula, and is adjacent to the Kowloon Tong Mass Transit Railway (MTR) Station.
Getting to CityUHK
CityUHK Virtual Tour
Diverse Areas of Study
More than 50 programmes are offered in a wide range of disciplines. Please click for more details.
View programmes
About CityUHK
Introduction
Why CityUHK
Students and Alumni Sharing
Facilities & Supports
Research Degree Programmes
Introduction
Research Areas
Entrance Requirements
Steps & Procedures
Scholarships, Financial Aid & Fees
HK PhD Fellowship Scheme
Apply Now
Professional Doctorate Programmes
Introduction
Programme List
Steps & Procedures
Apply Now
Master's Programmes
Introduction
Programme List",2026-06-29T15:58:44+00:00
cityu__admitted_student__2e71d68c28__chunk_003,CityU,admitted_student,offer_acceptance,Master's Programmes : Introduction | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes,https://www.cityu.edu.hk/en/pg/taught-postgraduate-programmes/introduction,data/raw_pages/cityu__admitted_student__2e71d68c28.txt,3,"rate Programmes
Introduction
Programme List
Steps & Procedures
Apply Now
Master's Programmes
Introduction
Programme List
Entrance Requirements
Steps & Procedures
FAQs
Apply Now
Hong Kong Future Talents Scholarship Scheme for Advanced Studies (FTSS)
Latest Updates
Visiting
Visiting Research Students
Visiting Postgraduate Students
Apply Now
Research Degree Programmes
Professional Doctorate Programmes
Master's Programmes
News and Events
Information Session
CityUHK NewsCentre
Contact Us
Privacy Policy
Copyright
Disclaimer
Accessibility
© 2026 City University of Hong Kong. All Rights Reserved.
We use cookies to ensure you get the best experience on our website.
More Information
Confirm",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_000,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,0,"Postgraduate Admissions 研究生課程招生
Home
About CityUHK
Research Degree Programmes
Professional Doctorate Programmes
Master's Programmes
Visiting
Apply Now
News and Events
Quick Links
繁
Master's Programmes
Submenu : RPg
Introduction
Programme List
Entrance Requirements
Steps & Procedures
FAQs
Apply Now
Hong Kong Future Talents Scholarship Scheme for Advanced Studies (FTSS)
Latest Updates
Frequently Asked Questions
Role
- Any -
Frequently Asked Questions
--
Category
- Any -
A - General Information
B - Academic Programmes & Study Mode
C - Status of Applicants
D - Entrance Requirements
E - Fees / Payment
F - Application
G - Application Result
H - Living Costs and Accommodation (applicable to non-local applicants)
I - Visiting Study (applicable to non-local applicants)
Keywords
Expand All
Frequently Asked Questions
A - General Information",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_001,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,1,"siting Study (applicable to non-local applicants)
Keywords
Expand All
Frequently Asked Questions
A - General Information
A01. When is the application period for 2026 entry and when is the application deadline?
Applications for entry in 2026/27 begin on 16 September 2025. The deadlines for applications vary by programme. Please refer to the online programme information for the deadlines specific to individual programmes.
Applications for some programmes are considered on a rolling basis. Review of applications will start before the deadline and continue until all places are filled. Early applications are therefore strongly encouraged. Late applications may be accepted at the discretion of the respective academic unit.
A02. Where can I obtain the application information?",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_002,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,2,"may be accepted at the discretion of the respective academic unit.
A02. Where can I obtain the application information?
For application information about master's programmes, research degree and professional doctorate degree programmes, please visit the website of the Chow Yei Ching School of Graduate Studies.
A03. What is the provisional academic calendar for the 2026/27 academic year?
Our academic year consists of two 16-week semesters (i.e., Semesters A and B) and an optional 9-week summer term. For the 2026/27 academic year, the provisional calendar is:
Semester A: 31 August 2026 to 19 December 2026
Semester B: 11 January 2027 to 10 May 2027
Summer Term: 7 June 2027 to 7 August 2027
A04. What is the timetable for morning and evening classes?
The timetable is set as follows:
Monday to Friday",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_003,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,3,"ugust 2027
A04. What is the timetable for morning and evening classes?
The timetable is set as follows:
Monday to Friday
9:00 am – 9:50 pm (Evening classes normally start at 7:00 pm. Classes with a duration of more than 3 hours may start earlier at 6:30 pm or extend to 10:50 pm if applicable.)
Saturday
9:00 am – 6:50 pm
For the timetable of individual course(s), please consult the respective academic unit.
A05. What is the medium of instruction of the University?
The medium of instruction and assessment of the University is English, unless otherwise specified for a particular course or programme.
A06. Are there any scholarships available for my study at CityUHK?
For details of scholarship opportunities, please contact the programme offering academic unit. Contact details are available here.
A07. If I have a physical or other disability, do I need to declare it at the application stage?",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_004,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,4,"ils are available here.
A07. If I have a physical or other disability, do I need to declare it at the application stage?
Admission to the University is based on academic criteria and other specified entrance requirements. If you have a physical or other disability, you are not required to declare this at the application stage. However, if you need assistance regarding your application (e.g., to attend an interview), you may discuss your needs with the programme offering academic unit so that special arrangements can be made if practicable.
A08. What will happen if the programme I have applied for is subsequently cancelled?
The University reserves the right to cancel any programmes, in which case all fees paid by applicants will be refunded.
A09. How should I send my IELTS/TOEFL results to CityUHK?",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_005,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,5,"s, in which case all fees paid by applicants will be refunded.
A09. How should I send my IELTS/TOEFL results to CityUHK?
You should arrange for your IELTS/TOEFL results to be sent to the University as soon as possible after you have submitted your application. If you have applied for more than one programme, the IELTS/TOEFL report will be shared among all your submitted applications.
Submission of IELTS result to CityUHK
Please arrange for it to be sent via the IELTS Results Service e-delivery to ‘City University of Hong Kong - Graduate School.
Submission of TOEFL result to CityUHK
Please arrange with the Education Testing Service (ETS) to send the score reportit directly to the University. The TOEFL institution code for CityUHK is 3401.
TOEFL iBT Home Edition, TOEFL MyBest Score, IELTS Indicator, IELTS One Skill Retake, and IELTS Online are not accepted.",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_006,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,6,"TOEFL iBT Home Edition, TOEFL MyBest Score, IELTS Indicator, IELTS One Skill Retake, and IELTS Online are not accepted.
A10. What are the address and opening hours of the Chow Yei Ching School of Graduate Studies?
For Research Degree and Professional Doctorate Programmes, contact details are as follows:
Email:
sg@cityu.edu.hk
Phone:
(852) 3442-9076
Fax:
(852) 3442-0332
Office Location:
Chow Yei Ching School of Graduate Studies
2/F, CityUHK International Centre
City University of Hong Kong
22 Cornwall Street, Kowloon Tong
Kowloon, Hong Kong SAR
Opening Hours:
Monday - Friday:
9:00 am - 12:30 pm
1:45 pm - 6:30 pm
Closed on Saturday, Sunday and Public Holidays
For Master's Programmes, contact details are as follows:
Email:
tpadmit@cityu.edu.hk
Phone:
(852) 3442-5588
Fax:
(852) 3442-0187
Office Location:
Master's Programmes (Admissions)
Chow Yei Ching School of Graduate Studies",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_007,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,7,"42-5588
Fax:
(852) 3442-0187
Office Location:
Master's Programmes (Admissions)
Chow Yei Ching School of Graduate Studies
2/F, CityUHK International Centre
City University of Hong Kong
22 Cornwall Street, Kowloon Tong
Kowloon, Hong Kong SAR
Opening Hours:
Monday - Friday:
9:00 am - 12:30 pm
1:45 pm - 6:30 pm
Closed on Saturday, Sunday and Public Holidays
A11. I am now studying the first year of a master’s degree overseas and I wish to transfer my study to CityUHK. Can the credits that I earned be transferred to the CityUHK programme?
If you have studied similar courses at a recognised post-secondary institution, you may be eligible for credit transfer to meet some of the programme requirements. Applications for credit transfer for coursework completed prior to entry to the University must be made in the first semester following admission, before the deadline set by the University.",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_008,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,8,"try to the University must be made in the first semester following admission, before the deadline set by the University.
Transferred credit units must have been earned no earlier than eight years before enrolment at the University. Individual academic units may stipulate a more stringent requirement for transferred credit units, as deemed appropriate. Please contact the programme offering academic unit for more details.
Transferred credits will not be counted in the calculation of the Grade Point Average (GPA) and classification of the award. Credit transfer should be limited to a maximum of 30% of the total credit units for the award being pursued.
B - Academic Programmes & Study Mode
B01. Which programmes invite applications?",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_009,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,9,"redit units for the award being pursued.
B - Academic Programmes & Study Mode
B01. Which programmes invite applications?
Information about the programmes that are open for applications is available at the online programme list. If you have questions concerning the curriculum and other programme information, please contact the relevant academic unit directly.
B02. What are the differences between master's programmes and research degree programmes?
Master's programmes focus more on coursework, some programmes may require the completion of a project or dissertation. MPhil and PhD research degrees consist of both coursework and independent research studies culminating in the submission of a thesis. For details, please refer to the website of the Chow Yei Ching School of Graduate Studies.
B03. Can I apply for programmes offered in 'combined mode'? (applicable to non-local applicants)",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_010,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,10,"ol of Graduate Studies.
B03. Can I apply for programmes offered in 'combined mode'? (applicable to non-local applicants)
Non-local applicants will be admitted to these programmes for either full-time or part-time studies. Non-local students must maintain the required credit load for their full-time or part-time studies and any changes will require approval from the University.
C - Status of Applicants
C01. Am I a local or a non-local applicant?
The definitions of non-local applicants and local applicants are set out below (with effect from Semester A 2019/20 entry):
Non-local Applicants
Persons holding the following documents issued by Immigration Department (IMMD) of the HKSAR are classified as non-local applicants:
Student visa / entry permit; or
Visa / entry permit under the Immigration Arrangements for Non-local Graduates (IANG Visa); or",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_011,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,11,"t visa / entry permit; or
Visa / entry permit under the Immigration Arrangements for Non-local Graduates (IANG Visa); or
Dependant visa / entry permit for applicants who were 18 years old or above when they were issued with such visa / entry permit by IMMD
For information about student visa/entry permit, please visit the official website of IMMD of the Hong Kong Special Administrative Region (HKSAR).
Local Applicants
Persons holding any of the following documents issued by Immigration Department (IMMD) of the HKSAR are classified as local applicants:
Hong Kong Identity Card (Permanent)
Documents issued by IMMD showing right to land / right of abode in Hong Kong
One-way permit for entry to Hong Kong
Full-time employment visa / work permit (for part-time study)",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_012,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,12,"f abode in Hong Kong
One-way permit for entry to Hong Kong
Full-time employment visa / work permit (for part-time study)
Dependant visa / entry permit for applicants who were below 18 years old when they were first issued with such visa / entry permit by IMMD
Visa / entry permit for Quality Migrant Admission Scheme (QMAS)
Visa / entry permit for Capital Investment Entrant Scheme (CIES)
Visa / Entry permit for Admission Scheme for the Second Generation of Chinese Hong Kong Permanent Residents
Visa label for unconditional stay
If you need further advice on visa requirements, please contact IMMD.
C02. What should I do if I have wrongly identified myself in my application as a local or non-local applicant?",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_013,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,13,"act IMMD.
C02. What should I do if I have wrongly identified myself in my application as a local or non-local applicant?
If you have wrongly identified yourself as a local or non-local applicant, you should notify the Chow Yei Ching School of Graduate Studies in writing as soon as possible. Please provide your name, application number, a copy of your Hong Kong Identity Card and a copy of your student visa / entry permit (if any). It will take 7 working days to update your status in our application system. You may login your application account for checking.",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_014,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,14,"ake 7 working days to update your status in our application system. You may login your application account for checking.
The personal information collected by the University will be used for the purpose of record verification and processing of your application. Such information may be transferred to relevant parties within the University or to government departments for various types of processing related to your application. Your personal data will be retained only for as long as necessary to fulfil the purposes for which it was collected and in accordance with the University’s record retention policies. For details, please refer to the Privacy Policy Statement and Personal Information Collection Statement related to your admission application.
D - Entrance Requirements",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_015,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,15,"Statement and Personal Information Collection Statement related to your admission application.
D - Entrance Requirements
D01. What are the entrance requirements for admission to the University? How do I know whether I meet the entrance requirements for a particular programme?
For admission to the programmes offered by the University, applicants must meet the General Entrance Requirements AND Programme Entrance Requirements AND / OR English Proficiency Requirements as specified for individual programmes, if applicable.
D02. If I have fulfilled both the General Entrance Requirement and Programme Entrance Requirement, does it mean that I am likely to be admitted?",2026-06-29T15:58:44+00:00
cityu__faq__f3c7b444a7__chunk_016,CityU,faq,general,Master's Programmes : FAQs | CityUHK Postgraduate Admissions,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,https://www.cityu.edu.hk/pg/taught-postgraduate-programmes/faq,data/raw_pages/cityu__faq__f3c7b444a7.txt,16,"both the General Entrance Requirement and Programme Entrance Requirement, does it mean that I am likely to be admitted?
The General Entrance Requirements and Programme Entrance Requirements of a programme stipulate the minimum requirements that applicants are expected to fulfil. Fulfilment of these requirements does not guarantee admission to the programme. The assessment for admission is based on a number of factors, including the applicant’s academic and professional qualifications, work experience, performance in the interview or test and other criteria as required by the respective programmes.
D03. Will I be invited to attend an admission interview / admission test?
Not all programmes require an interview or test and the arrangements also vary from year to year. Please consult individual academic unit for details of the interview arrangement, if any.",2026-06-29T15:58:44+00:00
