chunk_id,school,page_type,stage,title,source_url,raw_file,token_count,vector_json,updated_at
cuhk__admitted_student__64ca8bf2b6__chunk_006,CUHK,admitted_student,offer_acceptance,Prospective Students | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions,data/raw_pages/cuhk__admitted_student__64ca8bf2b6.txt,70,"{""academic"": 3, ""academics"": 1, ""acceptance"": 1, ""admitted"": 1, ""alongside"": 1, ""an"": 1, ""at"": 1, ""been"": 2, ""broaden"": 1, ""career"": 2, ""class"": 1, ""collaboration"": 1, ""community"": 1, ""contribute"": 1, ""cuhk"": 4, ""cutting"": 1, ""edge"": 1, ""education"": 1, ""enriching"": 1, ""environment"": 1, ""equip"": 1, ""excellent"": 1, ""experience"": 1, ""experiences"": 1, ""flourish"": 1, ""future"": 1, ""gallemit"": 1, ""global"": 1, ""graduate"": 1, ""in"": 2, ""incredibly"": 1, ""inspiring"": 1, ""international"": 1, ""joy"": 1, ""marie"": 1, ""me"": 1, ""mentorship"": 1, ""motivational"": 1, ""my"": 4, ""nurturing"": 1, ""offer"": 1, ""opportunities"": 1, ""peers"": 1, ""perspectives"": 1, ""phd"": 1, ""philippines"": 1, ""prospective"": 1, ""provides"": 1, ""pursuing"": 1, ""resources"": 1, ""santillana"": 1, ""school"": 1, ""skills"": 1, ""studies"": 1, ""talented"": 1, ""these"": 1, ""to"": 2, ""world"": 1}",2026-06-30T00:19:08+00:00
cuhk__admitted_student__64ca8bf2b6__chunk_007,CUHK,admitted_student,offer_acceptance,Prospective Students | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions,data/raw_pages/cuhk__admitted_student__64ca8bf2b6.txt,104,"{""abdalla"": 1, ""academic"": 4, ""acceptance"": 1, ""admitted"": 1, ""allows"": 1, ""an"": 2, ""areer"": 1, ""as"": 1, ""aspiring"": 1, ""at"": 1, ""been"": 1, ""broaden"": 1, ""career"": 1, ""class"": 1, ""collaboration"": 1, ""community"": 2, ""contribute"": 2, ""cuhk"": 5, ""cultures"": 1, ""cutting"": 1, ""diverse"": 1, ""edge"": 1, ""education"": 1, ""egypt"": 1, ""enriched"": 1, ""enriching"": 1, ""environment"": 2, ""equip"": 1, ""excellent"": 1, ""experience"": 1, ""experiences"": 1, ""field"": 1, ""flourish"": 1, ""gallemit"": 1, ""global"": 4, ""graduate"": 1, ""impact"": 1, ""in"": 3, ""international"": 2, ""joy"": 1, ""leaders"": 1, ""looking"": 1, ""marie"": 1, ""me"": 1, ""mentorship"": 1, ""mohamed"": 1, ""moustafa"": 1, ""my"": 4, ""nurturing"": 1, ""offer"": 1, ""opportunities"": 1, ""perspective"": 2, ""perspectives"": 1, ""phd"": 2, ""philippines"": 1, ""programme"": 1, ""prospective"": 1, ""provides"": 2, ""pursuing"": 1, ""research"": 2, ""researchers"": 1, ""resources"": 1, ""rigorous"": 1, ""salama"": 1, ""santillana"": 1, ""sayed"": 1, ""school"": 1, ""skills"": 1, ""studies"": 1, ""supervisors"": 1, ""these"": 1, ""to"": 4, ""training"": 1, ""vibrant"": 1, ""was"": 1, ""who"": 1, ""world"": 1}",2026-06-30T00:19:08+00:00
cuhk__admitted_student__64ca8bf2b6__chunk_008,CUHK,admitted_student,offer_acceptance,Prospective Students | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions,data/raw_pages/cuhk__admitted_student__64ca8bf2b6.txt,104,"{""abdalla"": 1, ""academic"": 1, ""acceptance"": 1, ""achieving"": 1, ""admitted"": 1, ""ali"": 1, ""allows"": 2, ""amjad"": 1, ""an"": 1, ""approach"": 1, ""as"": 1, ""aspiring"": 2, ""at"": 1, ""been"": 1, ""class"": 1, ""community"": 1, ""connections"": 1, ""cuhk"": 5, ""cultures"": 1, ""distinguished"": 1, ""diverse"": 2, ""egypt"": 1, ""engineering"": 2, ""enriched"": 1, ""environment"": 1, ""excellent"": 1, ""faculty"": 1, ""field"": 1, ""fosters"": 1, ""global"": 5, ""goals"": 1, ""graduate"": 1, ""ideal"": 1, ""impact"": 2, ""in"": 2, ""incredibly"": 1, ""interdisciplinary"": 1, ""international"": 1, ""it"": 1, ""journey"": 1, ""leaders"": 1, ""learning"": 1, ""looking"": 1, ""love"": 1, ""make"": 1, ""management"": 1, ""meaningful"": 1, ""mohamed"": 1, ""moustafa"": 1, ""multicultural"": 1, ""my"": 3, ""offer"": 1, ""perspective"": 3, ""perspectives"": 1, ""phd"": 3, ""place"": 1, ""programme"": 1, ""prospective"": 1, ""provides"": 1, ""reputation"": 1, ""research"": 2, ""researchers"": 2, ""resources"": 1, ""rewarding"": 1, ""rich"": 1, ""rigorous"": 1, ""salama"": 1, ""sayed"": 1, ""school"": 1, ""se"": 1, ""supervisors"": 1, ""systems"": 1, ""to"": 2, ""training"": 1, ""truly"": 1, ""values"": 1, ""vibrant"": 2, ""was"": 1, ""who"": 1, ""world"": 1}",2026-06-30T00:19:08+00:00
cuhk__admitted_student__64ca8bf2b6__chunk_009,CUHK,admitted_student,offer_acceptance,Prospective Students | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions,data/raw_pages/cuhk__admitted_student__64ca8bf2b6.txt,99,"{""academic"": 1, ""acceptance"": 1, ""achieving"": 1, ""admission"": 1, ""admitted"": 1, ""after"": 1, ""ali"": 1, ""amjad"": 1, ""an"": 1, ""ant"": 1, ""application"": 3, ""applications"": 1, ""approach"": 1, ""at"": 1, ""been"": 1, ""community"": 2, ""connections"": 2, ""cuhk"": 6, ""distinguished"": 1, ""diverse"": 2, ""documents"": 2, ""download"": 1, ""excellent"": 1, ""explore"": 1, ""faculty"": 1, ""fosters"": 2, ""geography"": 1, ""global"": 3, ""goals"": 1, ""graduate"": 1, ""ideal"": 1, ""important"": 1, ""in"": 1, ""incredibly"": 1, ""information"": 1, ""interdisciplinary"": 1, ""it"": 1, ""journey"": 1, ""learning"": 1, ""local"": 1, ""love"": 1, ""make"": 1, ""management"": 1, ""meaningful"": 2, ""multicultural"": 2, ""my"": 2, ""non"": 1, ""offer"": 2, ""pakistan"": 1, ""perspectives"": 2, ""phd"": 2, ""place"": 1, ""postgraduate"": 2, ""procedures"": 1, ""programmes"": 1, ""prospective"": 1, ""prospectus"": 1, ""receiving"": 1, ""registration"": 1, ""reputation"": 1, ""required"": 1, ""requirements"": 1, ""resource"": 1, ""resources"": 1, ""rewarding"": 1, ""rich"": 1, ""school"": 1, ""start"": 1, ""submission"": 1, ""submitting"": 1, ""truly"": 2, ""unexplored"": 1, ""values"": 2, ""vibrant"": 1, ""visa"": 2}",2026-06-30T00:19:08+00:00
cuhk__admitted_student__64ca8bf2b6__chunk_010,CUHK,admitted_student,offer_acceptance,Prospective Students | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions,data/raw_pages/cuhk__admitted_student__64ca8bf2b6.txt,102,"{""academic"": 2, ""acceptance"": 1, ""add"": 2, ""admission"": 1, ""admissions"": 1, ""admitted"": 1, ""after"": 1, ""an"": 2, ""application"": 2, ""applications"": 2, ""apply"": 1, ""at"": 1, ""attract"": 1, ""begin"": 1, ""course"": 2, ""cuhk"": 6, ""documents"": 3, ""download"": 1, ""drop"": 2, ""financial"": 1, ""get"": 2, ""graduate"": 1, ""halls"": 2, ""handbook"": 2, ""how"": 1, ""important"": 2, ""information"": 2, ""life"": 2, ""links"": 1, ""local"": 2, ""new"": 2, ""non"": 2, ""of"": 1, ""offer"": 3, ""offers"": 1, ""outstanding"": 1, ""postgraduate"": 6, ""preparation"": 2, ""procedures"": 1, ""prospective"": 1, ""prospectus"": 1, ""quick"": 1, ""range"": 1, ""ready"": 2, ""receiving"": 2, ""registration"": 2, ""required"": 1, ""requirements"": 1, ""scholarship"": 1, ""scholarships"": 1, ""school"": 1, ""selection"": 2, ""studies"": 1, ""submission"": 2, ""submitting"": 1, ""support"": 1, ""to"": 3, ""visa"": 4, ""wide"": 1, ""year"": 2}",2026-06-30T00:19:08+00:00
cuhk__admitted_student__64ca8bf2b6__chunk_011,CUHK,admitted_student,offer_acceptance,Prospective Students | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions,data/raw_pages/cuhk__admitted_student__64ca8bf2b6.txt,76,"{""about"": 1, ""acceptance"": 1, ""admission"": 2, ""admissions"": 1, ""admitted"": 1, ""announcement"": 1, ""any"": 1, ""application"": 1, ""applications"": 2, ""apply"": 1, ""at"": 2, ""attract"": 1, ""before"": 1, ""begin"": 1, ""cuhk"": 6, ""deadline"": 1, ""dec"": 1, ""events"": 3, ""financial"": 2, ""full"": 1, ""graduate"": 1, ""help"": 1, ""hk"": 1, ""hkpfs"": 1, ""how"": 2, ""important"": 2, ""includes"": 1, ""intake"": 1, ""is"": 1, ""join"": 1, ""learn"": 2, ""million"": 1, ""more"": 1, ""of"": 1, ""offer"": 1, ""our"": 1, ""outstanding"": 1, ""over"": 1, ""package"": 1, ""points"": 2, ""postgraduate"": 2, ""potential"": 1, ""prospective"": 1, ""reach"": 1, ""school"": 1, ""studies"": 1, ""submitting"": 2, ""support"": 2, ""to"": 6, ""totalling"": 1, ""us"": 1, ""video"": 1, ""watch"": 1}",2026-06-30T00:19:08+00:00
cuhk__faq__63d14d2352__chunk_000,CUHK,faq,general,FAQ | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions/faqs,data/raw_pages/cuhk__faq__63d14d2352.txt,112,"{""acceptance"": 1, ""admission"": 1, ""an"": 1, ""application"": 1, ""assessment"": 1, ""background"": 1, ""besides"": 1, ""by"": 1, ""committee"": 1, ""complete"": 1, ""conducted"": 1, ""courses"": 1, ""coursework"": 2, ""credit"": 1, ""cuhk"": 4, ""defence"": 1, ""distinguishes"": 1, ""don"": 1, ""edu"": 2, ""entry"": 1, ""faq"": 2, ""financial"": 1, ""focus"": 2, ""fulfil"": 1, ""general"": 1, ""graduate"": 2, ""graduation"": 1, ""gs"": 2, ""hk"": 2, ""https"": 2, ""ma"": 1, ""maximum"": 1, ""mba"": 1, ""mphil"": 1, ""msc"": 1, ""mssc"": 1, ""must"": 1, ""normative"": 2, ""number"": 1, ""of"": 1, ""offer"": 1, ""on"": 2, ""options"": 2, ""oral"": 1, ""pass"": 1, ""period"": 1, ""periods"": 1, ""permit"": 1, ""phd"": 1, ""postgraduate"": 1, ""primarily"": 1, ""programme"": 2, ""programmes"": 5, ""q1"": 1, ""q2"": 1, ""registration"": 1, ""require"": 2, ""requirement"": 1, ""research"": 5, ""rpg"": 2, ""school"": 1, ""specified"": 1, ""strong"": 1, ""study"": 6, ""submit"": 1, ""support"": 1, ""taught"": 2, ""thesis"": 3, ""to"": 3, ""tpg"": 1, ""usually"": 1, ""visa"": 1, ""what"": 2, ""work"": 1, ""www"": 2}",2026-06-30T00:19:08+00:00
cuhk__faq__63d14d2352__chunk_001,CUHK,faq,general,FAQ | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions/faqs,data/raw_pages/cuhk__faq__63d14d2352.txt,106,"{""academic"": 2, ""according"": 1, ""allowed"": 1, ""august"": 1, ""begins"": 1, ""by"": 1, ""circumstances"": 1, ""complete"": 2, ""council"": 1, ""credit"": 1, ""cuhk"": 3, ""details"": 1, ""discontinuation"": 1, ""does"": 1, ""duration"": 2, ""edu"": 1, ""ends"": 1, ""enrol"": 1, ""exceeding"": 1, ""exceptional"": 1, ""exceptions"": 1, ""faq"": 2, ""fil"": 1, ""following"": 1, ""general"": 1, ""graduate"": 3, ""graduation"": 1, ""granted"": 1, ""gs"": 1, ""highly"": 1, ""hk"": 1, ""https"": 1, ""in"": 4, ""july"": 1, ""limit"": 1, ""longest"": 1, ""maximum"": 3, ""most"": 1, ""multiple"": 1, ""new"": 1, ""normative"": 3, ""of"": 2, ""only"": 1, ""options"": 2, ""period"": 2, ""periods"": 2, ""postgraduate"": 1, ""prescribed"": 1, ""programmes"": 6, ""q2"": 1, ""q3"": 1, ""q4"": 1, ""refer"": 1, ""requirement"": 1, ""requires"": 1, ""scheme"": 1, ""school"": 1, ""simultaneously"": 1, ""standard"": 1, ""start"": 1, ""studies"": 1, ""study"": 7, ""timeframe"": 1, ""to"": 4, ""typically"": 1, ""varying"": 1, ""what"": 1, ""when"": 1, ""within"": 1, ""www"": 1, ""year"": 3}",2026-06-30T00:19:08+00:00
cuhk__faq__63d14d2352__chunk_002,CUHK,faq,general,FAQ | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions/faqs,data/raw_pages/cuhk__faq__63d14d2352.txt,81,"{""advance"": 1, ""allowed"": 1, ""any"": 1, ""approval"": 1, ""as"": 1, ""at"": 1, ""august"": 1, ""begins"": 1, ""code"": 1, ""council"": 1, ""cuhk"": 3, ""discontinuation"": 1, ""division"": 1, ""during"": 1, ""employment"": 2, ""ends"": 1, ""enrol"": 1, ""except"": 1, ""face"": 1, ""faculty"": 1, ""faq"": 2, ""following"": 1, ""full"": 2, ""general"": 1, ""graduate"": 3, ""in"": 4, ""institutions"": 1, ""is"": 1, ""it"": 1, ""july"": 1, ""multiple"": 2, ""must"": 1, ""obtain"": 1, ""of"": 4, ""or"": 2, ""other"": 1, ""paid"": 1, ""permissible"": 1, ""postgraduate"": 1, ""practice"": 1, ""programmes"": 2, ""q4"": 1, ""q5"": 1, ""register"": 1, ""school"": 1, ""section"": 1, ""simultaneously"": 1, ""stated"": 1, ""studies"": 1, ""studying"": 1, ""take"": 1, ""term"": 1, ""time"": 3, ""to"": 3, ""unpaid"": 1, ""up"": 1, ""violators"": 1, ""while"": 1, ""work"": 1, ""year"": 1, ""ypically"": 1}",2026-06-30T00:19:08+00:00
cuhk__faq__63d14d2352__chunk_003,CUHK,faq,general,FAQ | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions/faqs,data/raw_pages/cuhk__faq__63d14d2352.txt,75,"{""approval"": 1, ""as"": 1, ""code"": 1, ""concerned"": 1, ""cuhk"": 2, ""dean"": 1, ""deduct"": 1, ""division"": 1, ""during"": 2, ""employment"": 2, ""endorsement"": 1, ""engagements"": 1, ""except"": 1, ""faq"": 2, ""full"": 2, ""general"": 1, ""graduate"": 3, ""head"": 1, ""in"": 2, ""leave"": 1, ""need"": 1, ""normative"": 1, ""of"": 5, ""or"": 4, ""paid"": 1, ""part"": 1, ""period"": 2, ""pgs"": 2, ""postgraduate"": 1, ""practice"": 1, ""prior"": 1, ""recipients"": 1, ""related"": 1, ""relinquish"": 1, ""remunerative"": 1, ""required"": 1, ""research"": 1, ""residence"": 1, ""school"": 2, ""section"": 1, ""stated"": 1, ""studentship"": 1, ""studies"": 1, ""study"": 1, ""supervisor"": 1, ""take"": 2, ""term"": 1, ""thesis"": 1, ""time"": 4, ""to"": 1, ""unpaid"": 1, ""up"": 1, ""within"": 1}",2026-06-30T00:19:08+00:00
cuhk__faq__63d14d2352__chunk_004,CUHK,faq,general,FAQ | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions/faqs,data/raw_pages/cuhk__faq__63d14d2352.txt,113,"{""about"": 1, ""academic"": 2, ""accommodation"": 1, ""admission"": 1, ""applicant"": 1, ""application"": 1, ""applications"": 1, ""approval"": 3, ""at"": 1, ""authority"": 1, ""be"": 2, ""between"": 1, ""by"": 1, ""campus"": 2, ""ceiling"": 2, ""concerned"": 1, ""contact"": 1, ""cuhk"": 4, ""dean"": 2, ""differences"": 1, ""directly"": 1, ""division"": 3, ""edu"": 2, ""employment"": 1, ""engagement"": 1, ""enquiry"": 1, ""exceed"": 1, ""faq"": 2, ""find"": 1, ""general"": 1, ""graduate"": 6, ""halls"": 1, ""head"": 2, ""hk"": 2, ""holders"": 1, ""hours"": 2, ""however"": 1, ""https"": 1, ""if"": 1, ""information"": 2, ""is"": 1, ""local"": 2, ""more"": 1, ""non"": 1, ""of"": 6, ""on"": 2, ""or"": 1, ""part"": 1, ""per"": 2, ""pgh"": 2, ""pgs"": 1, ""postgraduate"": 1, ""prior"": 1, ""processes"": 1, ""q1"": 1, ""q6"": 1, ""requested"": 1, ""required"": 1, ""rests"": 1, ""rom"": 1, ""school"": 3, ""should"": 1, ""submitted"": 1, ""supervisor"": 1, ""take"": 1, ""them"": 1, ""thesis"": 1, ""time"": 1, ""to"": 2, ""total"": 1, ""up"": 2, ""visit"": 1, ""website"": 1, ""where"": 1, ""www"": 1, ""year"": 2}",2026-06-30T00:19:08+00:00
cuhk__faq__63d14d2352__chunk_005,CUHK,faq,general,FAQ | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions/faqs,data/raw_pages/cuhk__faq__63d14d2352.txt,119,"{""admission"": 1, ""admissions"": 3, ""applicant"": 1, ""applicants"": 1, ""application"": 2, ""apply"": 3, ""at"": 1, ""bachelor"": 2, ""before"": 1, ""between"": 1, ""class"": 1, ""consult"": 1, ""cuhk"": 6, ""degree"": 3, ""department"": 1, ""details"": 1, ""differences"": 1, ""divisions"": 1, ""doctoral"": 2, ""edu"": 4, ""eng"": 1, ""entry"": 1, ""faq"": 2, ""general"": 1, ""gov"": 1, ""government"": 1, ""graduate"": 2, ""gs"": 4, ""hk"": 5, ""hksar"": 1, ""holders"": 2, ""honours"": 1, ""how"": 1, ""html"": 1, ""https"": 5, ""identical"": 1, ""immd"": 1, ""immigration"": 1, ""in"": 1, ""index"": 1, ""information"": 1, ""least"": 1, ""local"": 3, ""master"": 1, ""more"": 1, ""most"": 1, ""mphil"": 1, ""must"": 1, ""non"": 2, ""obtain"": 1, ""offer"": 1, ""options"": 2, ""permit"": 1, ""phd"": 2, ""procedures"": 1, ""processes"": 1, ""programmes"": 4, ""q1"": 1, ""q2"": 1, ""require"": 1, ""requirements"": 4, ""school"": 1, ""second"": 1, ""some"": 1, ""stream"": 1, ""study"": 2, ""studying"": 1, ""to"": 1, ""valid"": 1, ""visa"": 1, ""where"": 1, ""www"": 5}",2026-06-30T00:19:08+00:00
cuhk__faq__63d14d2352__chunk_006,CUHK,faq,general,FAQ | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions/faqs,data/raw_pages/cuhk__faq__63d14d2352.txt,117,"{""academic"": 1, ""accept"": 1, ""accepted"": 2, ""admission"": 3, ""admissions"": 3, ""advised"": 1, ""an"": 1, ""apply"": 2, ""certificate"": 1, ""cuhk"": 6, ""degree"": 1, ""details"": 3, ""do"": 1, ""edu"": 4, ""english"": 3, ""faq"": 2, ""final"": 3, ""fulfils"": 1, ""general"": 1, ""graduate"": 1, ""gs"": 3, ""hk"": 4, ""https"": 3, ""ielts"": 2, ""if"": 1, ""individual"": 1, ""is"": 2, ""it"": 1, ""language"": 3, ""latest"": 1, ""mandatory"": 1, ""meeting"": 1, ""more"": 1, ""mybest"": 1, ""official"": 2, ""one"": 1, ""options"": 1, ""or"": 1, ""pages"": 1, ""postgraduate"": 1, ""programme"": 1, ""programmes"": 4, ""provide"": 1, ""q3"": 1, ""q4"": 1, ""q5"": 1, ""q6"": 1, ""refer"": 1, ""requirements"": 7, ""retake"": 1, ""school"": 1, ""score"": 1, ""skill"": 1, ""some"": 1, ""specific"": 1, ""study"": 1, ""submit"": 1, ""to"": 2, ""toefl"": 1, ""transcript"": 2, ""ukvi"": 1, ""undergraduate"": 1, ""undergraduates"": 1, ""upon"": 1, ""visit"": 1, ""www"": 3, ""year"": 2, ""yes"": 3}",2026-06-30T00:19:08+00:00
cuhk__faq__63d14d2352__chunk_007,CUHK,faq,general,FAQ | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions/faqs,data/raw_pages/cuhk__faq__63d14d2352.txt,111,"{""accept"": 2, ""accepted"": 2, ""admissions"": 2, ""after"": 1, ""alternatives"": 1, ""applicants"": 1, ""application"": 3, ""aspx"": 1, ""attempt"": 1, ""available"": 1, ""by"": 1, ""cet6"": 2, ""cuhk"": 5, ""deadline"": 1, ""do"": 1, ""documents"": 5, ""each"": 1, ""edu"": 3, ""email"": 1, ""english"": 3, ""faq"": 2, ""forms"": 1, ""fulfils"": 1, ""general"": 1, ""gradsch"": 1, ""graduate"": 1, ""gs"": 2, ""hardcopy"": 1, ""hk"": 3, ""https"": 3, ""ielts"": 1, ""in"": 1, ""individual"": 1, ""is"": 2, ""it"": 1, ""language"": 2, ""listed"": 1, ""login"": 1, ""must"": 1, ""mybest"": 1, ""needed"": 1, ""no"": 2, ""one"": 1, ""online"": 1, ""onlineapp"": 1, ""only"": 1, ""or"": 1, ""postgraduate"": 1, ""programme"": 1, ""programmes"": 1, ""q6"": 1, ""q7"": 1, ""q8"": 1, ""q9"": 1, ""refer"": 1, ""required"": 3, ""requirements"": 4, ""result"": 1, ""retake"": 1, ""school"": 1, ""score"": 2, ""skill"": 1, ""submit"": 1, ""submitting"": 1, ""supporting"": 2, ""system"": 1, ""test"": 1, ""to"": 2, ""toefl"": 1, ""upload"": 1, ""we"": 1, ""what"": 1, ""www"": 3, ""yes"": 1}",2026-06-30T00:19:08+00:00
cuhk__faq__63d14d2352__chunk_008,CUHK,faq,general,FAQ | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions/faqs,data/raw_pages/cuhk__faq__63d14d2352.txt,104,"{""admitted"": 1, ""applicants"": 1, ""application"": 6, ""applications"": 2, ""apply"": 3, ""aspx"": 2, ""available"": 2, ""be"": 1, ""but"": 1, ""by"": 1, ""cuhk"": 4, ""deadline"": 1, ""each"": 1, ""edu"": 2, ""email"": 2, ""enrol"": 1, ""faq"": 2, ""fee"": 1, ""fees"": 2, ""forms"": 2, ""general"": 1, ""gradsch"": 2, ""graduate"": 1, ""hardcopy"": 2, ""hk"": 2, ""https"": 1, ""if"": 1, ""in"": 2, ""initiatives"": 1, ""is"": 1, ""login"": 2, ""multiple"": 3, ""must"": 2, ""no"": 2, ""non"": 2, ""one"": 2, ""online"": 2, ""onlineapp"": 2, ""only"": 1, ""or"": 1, ""paid"": 2, ""pay"": 1, ""postgraduate"": 1, ""previous"": 1, ""programme"": 2, ""programmes"": 5, ""q10"": 1, ""q11"": 1, ""q9"": 1, ""refundable"": 1, ""refunded"": 1, ""response"": 1, ""school"": 1, ""separate"": 1, ""should"": 1, ""submit"": 2, ""sustainability"": 1, ""system"": 1, ""to"": 3, ""transferable"": 1, ""transferred"": 1, ""via"": 1, ""when"": 1, ""www"": 1}",2026-06-30T00:19:08+00:00
cuhk__faq__63d14d2352__chunk_009,CUHK,faq,general,FAQ | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions/faqs,data/raw_pages/cuhk__faq__63d14d2352.txt,122,"{""59pm"": 1, ""accept"": 1, ""admissions"": 2, ""application"": 6, ""applications"": 1, ""apply"": 1, ""at"": 1, ""be"": 2, ""by"": 1, ""card"": 1, ""check"": 2, ""credit"": 1, ""cuhk"": 5, ""deadline"": 2, ""deadlines"": 2, ""december"": 1, ""details"": 1, ""do"": 1, ""each"": 1, ""edu"": 3, ""enrol"": 1, ""except"": 1, ""faq"": 2, ""fee"": 3, ""fees"": 2, ""fellowship"": 1, ""finance"": 2, ""general"": 1, ""graduate"": 1, ""gs"": 3, ""hk"": 4, ""hkpfs"": 2, ""how"": 1, ""https"": 3, ""in"": 3, ""is"": 3, ""ly"": 1, ""made"": 1, ""mba"": 2, ""method"": 1, ""msc"": 1, ""my"": 1, ""non"": 2, ""one"": 1, ""online"": 1, ""onwards"": 1, ""or"": 2, ""pages"": 1, ""paid"": 1, ""payment"": 3, ""per"": 1, ""phd"": 1, ""previous"": 1, ""programme"": 3, ""programmes"": 3, ""q11"": 1, ""q12"": 1, ""q13"": 1, ""refundable"": 1, ""refunded"": 1, ""relevant"": 1, ""scheme"": 1, ""scholarships"": 1, ""school"": 1, ""september"": 1, ""should"": 2, ""status"": 1, ""submitting"": 1, ""time"": 1, ""to"": 1, ""transferable"": 1, ""transferred"": 1, ""vary"": 1, ""what"": 1, ""when"": 2, ""www"": 3}",2026-06-30T00:19:08+00:00
cuhk__faq__63d14d2352__chunk_010,CUHK,faq,general,FAQ | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions/faqs,data/raw_pages/cuhk__faq__63d14d2352.txt,116,"{""admissions"": 1, ""applicants"": 1, ""application"": 7, ""apply"": 1, ""aspx"": 1, ""assistance"": 1, ""automatically"": 1, ""available"": 1, ""be"": 1, ""by"": 3, ""card"": 2, ""check"": 2, ""considered"": 1, ""credit"": 2, ""cuhk"": 4, ""division"": 1, ""do"": 1, ""edu"": 2, ""eligible"": 1, ""email"": 1, ""faq"": 2, ""fee"": 2, ""fees"": 1, ""financial"": 2, ""full"": 2, ""funded"": 1, ""general"": 1, ""government"": 1, ""gradsch"": 1, ""graduate"": 2, ""gs"": 1, ""hk"": 2, ""how"": 2, ""https"": 2, ""in"": 2, ""is"": 3, ""ld"": 1, ""local"": 1, ""log"": 1, ""login"": 1, ""made"": 1, ""my"": 1, ""needed"": 1, ""no"": 1, ""non"": 2, ""online"": 2, ""onlineapp"": 1, ""pay"": 1, ""payment"": 1, ""pgs"": 1, ""postgraduate"": 4, ""programme"": 2, ""programmes"": 2, ""q1"": 1, ""q13"": 1, ""refundable"": 1, ""research"": 2, ""rpg"": 3, ""scholarships"": 1, ""school"": 1, ""separate"": 1, ""status"": 2, ""studentships"": 2, ""submitting"": 1, ""support"": 1, ""system"": 1, ""time"": 2, ""to"": 4, ""transferable"": 1, ""ugc"": 1, ""what"": 1, ""when"": 1, ""www"": 2}",2026-06-30T00:19:08+00:00
cuhk__faq__63d14d2352__chunk_011,CUHK,faq,general,FAQ | CUHK Graduate School,https://www.gs.cuhk.edu.hk/admissions/faqs,data/raw_pages/cuhk__faq__63d14d2352.txt,112,"{""admissions"": 1, ""am"": 1, ""an"": 1, ""application"": 1, ""considered"": 1, ""cuhk"": 3, ""do"": 1, ""during"": 1, ""edu"": 1, ""eligible"": 3, ""faq"": 2, ""fees"": 1, ""financed"": 2, ""full"": 4, ""funded"": 3, ""general"": 1, ""government"": 1, ""graduate"": 1, ""gs"": 1, ""hk"": 1, ""https"": 1, ""iang"": 1, ""in"": 1, ""include"": 1, ""ineligible"": 1, ""is"": 1, ""local"": 6, ""mean"": 1, ""needed"": 1, ""non"": 1, ""normative"": 1, ""our"": 1, ""part"": 3, ""period"": 1, ""pgs"": 1, ""postgraduate"": 3, ""programmes"": 5, ""q2"": 1, ""q3"": 1, ""research"": 3, ""rpg"": 9, ""scheme"": 4, ""scholarships"": 2, ""school"": 1, ""self"": 2, ""separate"": 1, ""study"": 1, ""tested"": 1, ""they"": 1, ""time"": 7, ""tuition"": 4, ""ugc"": 3, ""visa"": 1, ""waiver"": 4, ""waives"": 1, ""what"": 1, ""while"": 1, ""without"": 1, ""www"": 1}",2026-06-30T00:19:08+00:00
